Iteration	Y	var_1	var_2
1.0	3.209742010174924	0.03382631180366775	0.7676085261409007
2.0	1.5656535139097387	0.06844248764691412	0.6959033964547744
3.0	1.7413228840874608	0.06508151906391864	0.6822715699827893
4.0	2.8673435492043535	0.020800877716266652	0.6664895692328117
5.0	3.6516067167181103	0.05645503459681661	0.615983749217612
6.0	1.556564371089831	0.051787230900315805	0.7391842311837808
7.0	1.3499039010754983	0.02509129688851095	0.6185548388469035
8.0	3.180294961674183	0.03075883829311519	0.7500515909997933
9.0	4.48817474435477	0.06918946299774098	0.6325257107125071
10.0	3.8604582632841113	0.053408977276079725	0.6051938523055598
11.0	3.528251446943388	0.030307127131636885	0.7755324198125859
12.0	2.420270847479641	0.04172905019460675	0.7476867148458153
13.0	2.1358566362753106	0.049421025409350186	0.6289813611306259
14.0	4.554415419949939	0.013121399658891444	0.7923103659062583
15.0	1.6201756746421818	0.05295498417568071	0.6564624148736665
16.0	3.5078817370059725	0.017408321889562962	0.6818133390248143
17.0	1.069386877315287	0.03877586866622246	0.6342108379894292
18.0	1.4550794681316987	0.0659332918317018	0.696433079693924
19.0	0.8934329007733303	0.020727193026554746	0.5578745756116735
20.0	4.0780225730335955	0.02123100293670724	0.7817126671299419
21.0	1.0245231829352157	0.03887173381575164	0.6364918203004232
22.0	7.429825037885154	0.051379746192249935	0.554774865700402
23.0	0.8897615828456997	0.03044083047327828	0.6129066100931131
24.0	3.8862836681893573	0.010121347917222072	0.6400269022888287
25.0	2.0197321237654506	0.05469545342118518	0.7712442318884571
26.0	2.820168367689768	0.04335853802300977	0.7777342693084849
27.0	3.889307389040519	0.032085161126228855	0.537164756690264
28.0	1.7131507772526684	0.06769379301460203	0.7917933629755001
29.0	1.6152964448384715	0.02287089801554007	0.5410201746427067
30.0	2.3341047559111234	0.055952273548033594	0.7915365067113271
31.0	3.5118454551447225	0.031256599326005656	0.7804955847502493
32.0	2.5767629512054877	0.05131534584107224	0.6237797550809232
33.0	2.7722417123768635	0.0394224426615245	0.7578885631285348
34.0	0.8915103695233175	0.03251207829764158	0.6244971311736964
35.0	3.9640716378422987	0.018444225773618605	0.7399525631339618
36.0	1.7906159081485211	0.04569259718465509	0.6289301065410399
37.0	2.860854878698409	0.0631814615085274	0.6481146801931488
38.0	2.594089219344215	0.04787779025987176	0.6149758506866198
39.0	3.3751410912400126	0.057355456457423695	0.6228582676693947
40.0	3.5737029174389288	0.01721430071727399	0.6879563929031175
41.0	3.6232941997704335	0.04428077320721396	0.5826838692666568
42.0	1.459025407695313	0.06172256339139718	0.7640864639377024
43.0	6.848790552804386	0.05989000601548211	0.5828942252236147
44.0	3.850877193271879	0.017971984939896764	0.7261440101467149
45.0	3.982245617912056	0.013635850750997004	0.7015614196260066
46.0	2.2808239075906616	0.016071765952420512	0.5954611297530714
47.0	4.887933642616855	0.06736831753725217	0.6232021543438269
48.0	0.9667986430270441	0.04942510609159766	0.6906780040435458
49.0	4.282448131739595	0.016104729132563108	0.7687783940381021
50.0	11.155393957767371	0.05710121135674332	0.5362963180247629
51.0	1.4037828789491227	0.01	0.5
52.0	0.9903014159500605	0.04176621462706483	0.6697876725421217
53.0	0.9150665280462454	0.024859443094268862	0.5787600410982136
54.0	1.209203951461048	0.014002700030614323	0.5361580014076835
55.0	1.4790505165633125	0.015527342180073718	0.5
56.0	0.944461957120016	0.03614261460197959	0.6440618648910886
57.0	0.8983593101785401	0.04526379343876295	0.6681459612575649
58.0	1.0716483159778452	0.07	0.7563891816590869
59.0	21.6050699615075	0.07	0.5
60.0	2.8398792032181484	0.01	0.5603821986249293
61.0	0.9072382461777764	0.05866567498035207	0.7137594724701962
62.0	0.9052252911291683	0.02012591063493287	0.561177896553617
63.0	0.899446246049067	0.01839314248011265	0.5469107647485618
64.0	1.3516531764720572	0.07	0.7804868634212485
65.0	0.8972384842400304	0.042785059737913626	0.6598981828879746
66.0	0.926758691063194	0.03046752574621058	0.6172017592008757
67.0	10.465580264291162	0.04121498885030632	0.5
68.0	1.1663602390794545	0.029765910132309593	0.5925608802635034
69.0	1.0226582227419523	0.0234163237124241	0.5881327802918829
70.0	0.8920241891268887	0.03394439728544135	0.6252197730599154
71.0	0.9066362711514266	0.061252936748547364	0.7145453561946961
72.0	1.0452230953894426	0.017208726556236682	0.5502774112483237
73.0	2.758766824394596	0.05017478011095484	0.8
74.0	6.632435121188674	0.030650570466890077	0.5
75.0	2.6781576883900584	0.017828858396017767	0.6315079197916721
76.0	0.9238350070927716	0.014049893581018345	0.5165874592437226
77.0	1.9459319001542421	0.01	0.5193896282470818
78.0	0.9361127754385531	0.055206805526436406	0.7059140353723395
79.0	0.9522362840446102	0.012274049511933617	0.5
80.0	1.0493857621584026	0.06450113003935723	0.7417789051105073
81.0	0.8878361102029425	0.026510704578614045	0.597469633912961
82.0	1.0265861796570699	0.05893993848539134	0.6979217966970257
83.0	0.9694523606096331	0.07	0.7278357056172976
84.0	0.8908286565165537	0.032259823802439344	0.6170205761548049
85.0	0.8914897762182742	0.032815811997645404	0.6226469640915341
86.0	1.6520813795701854	0.04116459978491909	0.7051172872828233
87.0	3.424639129776337	0.01	0.5984814841861272
88.0	1.070105021375202	0.04495634978967004	0.6873677120685094
89.0	2.594901889414899	0.030080669944538875	0.7042935188645696
90.0	0.991396235057135	0.05368763956447456	0.6864181509474623
